"id","kind","title","location","description","start","end","leaders"
"159","Event","MRA National Winter Meeting ","Salt Lake City","Annual MRA National Winter Meeting. MRA strategic planning sessions, updates. ","2009-01-10","2009-01-11","Chang/Yaffee"
"160","Non-County Meeting","BASARC","Marin SAR","BASARC Meeting","2009-09-19","0000-00-00",""
"161","Non-County Meeting","BASARC","Contra Costa SAR","BASARC Meeting","2009-11-07","0000-00-00",""
"162","Event","BASARC Section Chief Training","Alameda","Two weekends: Feb 7,8,14,&15Marciniak and Grossman Attending","2009-02-07","0000-00-00","Appointed"
"167","Event","Ham Radio Study & Testing","Los Altos","The Bay Area Educational Amateur Radio Society (BAEARS) hosts a one-day Amateur radio study session followed by FCC license testing once every three months.  Visit the <a href="http://baears.com">BAEARS website</a> for additional details and to register.  <BR><BR>If the one-day study session date does not work for you and you are really anxious to get your ham radio license and wish to  <a href="http://www.arrl.org/arrlvec/pools.html">self-study the exam question pool</a> and then find a <a href="http://www.arrl.org/arrlvec/examsearch.phtml">testing location</a> near you, the <a href="http://www.arrl.org">American Radio Relay League</a> website provides a host of useful information.   <BR><BR>Contact <a href="mailto:lars@ahntholz.com">Lars Ahntholz</a>, BAMRU Communications Officer, to discuss how BAMRU uses Ham radio in training and emergency operations.<BR>","2009-01-24","0000-00-00","BAEARS.com"
"241","Training","SO Vehicle Training","San Mateo County Center","This training is required to drive Sheriff Office vehicles. There is a lecture portion and a practical portion. Both portion are required to complete the training. This is the lecture portion. 7PM-10PM, Wednesday July 7, 2010.The training will be held at San Mateo Country Center in Redwood City. Exact building and room TBD.","2010-07-07","0000-00-00","TBA"
"168","Meeting","General","Redwood City","","2009-04-20","0000-00-00"," 7pm Open House"
"169","Event","BAMRU Open House","Redwood City","This is a chance for anyone who might be interested in joining BAMRU to get a feel for what we do, and to meet some of the members of the team.  There will be a brief presentation about the team, but most of the time will be devoted to Q&A.  People are welcome to stay for the general meeting following this session.","2009-03-16","0000-00-00","Little"
"170","Event","BAMRU Open House","Redwood City","This is a chance for anyone who might be interested in joining BAMRU to get a feel for what we do, and to meet some of the members of the team.  There will be a brief presentation about the team, but most of the time will be devoted to Q&A.  People are welcome to stay for the general meeting following this session.","2009-04-20","0000-00-00","Little"
"171","Training","Crevasse Rescue Practice","Bear Valley Area","Crevasse rescue practice to refresh skills and get the trainers all on the same page of what/how we want to instruct the skills to the team in preparation of the MRA re-cert.  By invite only. Please contact Marciniak if interested.","2009-02-01","0000-00-00","Marciniak"
"172","Event","Ham Radio Study & Testing","Fremont","The Bay Area Educational Amateur Radio Society (BAEARS) hosts a one-day Amateur radio study session followed by FCC license testing once every three months.  Visit the <a href="http://baears.com">BAEARS website</a> for additional details and to register.  <BR><BR>If the one-day study session date does not work for you and you are really anxious to get your ham radio license and wish to  <a href="http://www.arrl.org/arrlvec/pools.html">self-study the exam question pool</a> and then find a <a href="http://www.arrl.org/arrlvec/examsearch.phtml">testing location</a> near you, the <a href="http://www.arrl.org">American Radio Relay League</a> website provides a host of useful information.   <BR><BR>Contact <a href="mailto:lars@ahntholz.com">Lars Ahntholz</a>, BAMRU Communications Officer, to discuss how BAMRU uses Ham radio in training and emergency operations.<BR>","2009-04-18","0000-00-00","BAEARS.com"
"173","Training","CHP Helicopter Ops, Tracking","Mt. Diablo","We will be training in insertion, extraction, patient packaging and winch operations with CHP H-30 helicopter out of Napa.  Tracking practice prior. Joint training with CoCoSAR.  Open to Members and Trainees. ","2009-03-28","0000-00-00","Yaffe"
"174","Training","SMSO Driving Training","Redwood City","Lecture on: July 1st, 7-9pmPractice on: July 11th, morning time slot to be schedules at lecture.","0000-00-00","0000-00-00","ESD"
"175","Training","SMSO Driving Training","RWC","Lecture: July 1st, 7-9pm. Practice: July 11th, time TBD. Open to trainees and members only.","2009-07-01","0000-00-00","ESD"
"178","Event","Election Nominations","TBA","BAMRU Officer elections are held in November. The Nominating Committee, which is usually the two continuing Board of Directors members, will provide a slate of at least one candidate for each office. Contact Benner and Marciniak if you are interested in serving as an officer or Director in 2010. ","2009-11-01","2009-11-01","Benner/Marciniak"
"183","Event","Mock Search w/ CoCo SAR","Mt Diablo","Mock search led by CoCo SAR.","2009-05-09","2009-05-09","Marciniak"
"179","Event","Bay Area Training for Search & Rescue (BATSAR)","Coyote Point Rec Area, San Mateo, CO","Bay Area wide training for Search and Rescue. Start at 0800 hrs. Coyote Point Recreation Area, 1651 Coyote Point Drive, San Mateo, CA. http://www.basarc.org/batsar","2009-06-20","2009-06-20","Little"
"190","Event","Ham Radio Study & Testing","Fremont","The Bay Area Educational Amateur Radio Society (BAEARS) hosts a one-day Amateur radio study session followed by FCC license testing once every three months.  Visit the <a href="http://baears.com">BAEARS website</a> for additional details and to register.  <BR><BR>If the one-day study session date does not work for you and you are really anxious to get your ham radio license and wish to  <a href="http://www.arrl.org/arrlvec/pools.html">self-study the exam question pool</a> and then find a <a href="http://www.arrl.org/arrlvec/examsearch.phtml">testing location</a> near you, the <a href="http://www.arrl.org">American Radio Relay League</a> website provides a host of useful information.   <BR><BR>Contact <a href="mailto:lars@ahntholz.com">Lars Ahntholz</a>, BAMRU Communications Officer, to discuss how BAMRU uses Ham radio in training and emergency operations.<BR>","2009-10-17","0000-00-00","BAEARS.com"
"181","Training","Holiday Gathering","SF","End-of-year celebration and socializing. Spouses/Partners encouraged to attend. ","2009-12-06","0000-00-00","Jensen"
"182","Training","Tracking","San Mateo Co","Tracking exercise. Open to guests by permission from BAMRU leadership.","2009-05-17","2009-05-17","Cavalieri"
"185","Training","Skills Night - Knots & White Board Analysis","East Palo Alto","Skills night is a supplement to the regular training schedule. These nights are used to focus on specific skills required by the training packet, practice weak area of our knowledge, or test ideas outside of our busy weekend trainings.<br><br>The primary focus of the May Skills Night is knots. If there is extra time, we will address other topics in the Personal Climbing Skills and/or Technical Rope Rescue sections of the training handbook.","2009-05-20","2009-05-20","Frantz"
"222","Event","CRMRA regions meeting","Ventura","MRA California Region meeting","2009-09-19","0000-00-00","Chang"
"195","Event","Mock Search with Inyo SAR","Death Valley","Mock search exercise hosted by Inyo SAR in Death Valley.","2009-10-30","2009-11-01","Cliff Agocs"
"196","Meeting","General","Castro Valley - 2010","","2010-04-19","0000-00-00",""
"197","Meeting","General","Castro Valley ","","2011-02-07","0000-00-00"," 7pm open house"
"198","Training","Winter Skills 2011","Boreal","Winter skills training.","2011-01-22","2011-01-23","Daley"
"186","Event","Stanford Med School Guest Lecture","Stanford Med School","Guest Lecture at Stanford Med School class on Wilderness and Travel Medicine","2009-05-20","0000-00-00","Tubbesing/Chang"
"187","Event","CalMRA Regions meting","Sierra Madre","Chang presenting BAMRU/SMCSO. Chang also Vice-Chair. Evaluation of recertification of San Bernardino Cave Rescue and San Bernardino West Valley SAR teams on Technical Rock. ","2009-05-16","0000-00-00","Chang"
"188","Event","Cal Region MRA meeting","San Benardino","California Region MRA meeting. Chang representing BAMRU.","2009-01-03","0000-00-00","Chang"
"189","Non-County Meeting","BASARC","Alameda SAR","","2009-05-02","0000-00-00","Chang/Yaffee"
"191","Event","WS-100","Sierras","Benner and Marciniak providing medical support for WS-100 (100 mile trans-Sierra race). Will have the BAMRU truck.","2009-06-27","2009-06-28","Benner/Marciniak"
"192","Training","Basic Technical Rescue","Marin Headlands","Basic Technical Rescue systems","2009-07-25","2009-07-26","Rahe, Hoagland, Frantz"
"194","Training","Skills Night - Technical Rescue ","East Palo Alto","Skills night is a supplement to the regular training schedule. These nights are used to focus on specific skills required by the training packet, practice weak area of our knowledge, or test ideas outside of our busy weekend trainings.<br><br>The primary focus of the July Skills Night is the Radium Load Releasing Hitch. This is one of the most complex components of a system and is easy to teach separate from the rest of the system. If there is extra time, we will address other topics in the Technical Rope Rescue sections of the training handbook.","2009-07-15","0000-00-00","Frantz"
"199","Meeting","General","Castro Valley","","2011-04-11","0000-00-00"," 7pm Open House"
"200","Meeting","General","Redwood City","","2010-05-17","0000-00-00",""
"201","Meeting","General","Castro Valley","","2010-06-14","0000-00-00",""
"202","Meeting","General","Redwood City","","2010-07-19","0000-00-00",""
"203","Meeting","General","Castro Valley","","2010-08-16","0000-00-00",""
"204","Meeting","General","Redwood City","","2010-09-20","0000-00-00",""
"205","Meeting","General","Castro Valley","","2010-10-18","0000-00-00",""
"206","Meeting","General","Redwood City","","2010-11-15","0000-00-00",""
"207","Training","Trainee Skills Day, Snow and Ice","Truckee","Trainee skills day, open to BAMRU members only.Since we didn't do a February snow and ice training, we're going to try to do a one day snow and ice skills day. The primary goal is to get ice axe arrest checkoffs and beacon skills. Everything will take place close to a road/parking. At this point no snow camping or significant snow travel is planned.","2010-03-27","0000-00-00","Matt Jacobs"
"209","Training","Winter Skills","TBD","Winter skills training TBD.","2011-02-26","2011-02-27","TBD"
"268","Event","Dream Machine","San Mateo County","BAMRU often works with the County of San Mateo to provide support services at public events:www.miramarevents.com/dreammachines","2011-05-01","0000-00-00",""
"269","Meeting","General","Redwood City","","2011-05-16","0000-00-00",""
"270","Training","Tracking and Navigation","TBD","Tracking and Navigation typically cover two days: one day of Tracking and one day of Navigation/Skills sign offs. ","2011-05-21","2011-05-22","TBD"
"249","Training","MRA Recert Training 2010","Skyline","ELT Training for MRA Recert.","2010-02-27","2010-02-28","Lass"
"267","Training","SAR Basic Training","TBD","Intensive weekend training to orient prospective members on the basic skills required to contribute effectively to search and rescue operations.  Intended for people with no prior SAR experience.","2011-04-16","2011-04-17","TBD"
"210","Event","MRA Recert","Malibu Creek State Park, CA","Cal MRA Recert hosted by Malibu SAR.","2010-03-06","0000-00-00","Little, Lass"
"211","Training","Skills Day","TBD","Skills Day. TBD.","2011-03-27","0000-00-00","TBD"
"260","Meeting","General","Redwood City","","2011-01-10","0000-00-00"," 7pm open house"
"261","Non-County Meeting","California Region MRA","Redwood City","CALMRA’s regional meeting is hosted by BAMRU of the San Mateo County Sheriff's Office. The meeting will be held Saturday, January 15th from 09:00 to 12:00 at 500 Allerton, Redwood City, 94063. ","2011-01-15","0000-00-00",""
"263","Event","MRA Recert","Alibama Hills, Lone Pine","Cal MRA Recertification 2011: Technical Rock. Hosted by Ventura County in the Alabama Hills near Lone Pine.Details: www.crmra.org/recert_2011","2011-03-05","0000-00-00","Jensen"
"264","Meeting","General","Redwood City","","2011-03-21","0000-00-00"," 7pm open house"
"265","Training","SAR Intro and Mock Search","San Mateo County","Introduction to Search and Rescue with BAMRU in San Mateo county.","2011-03-26","0000-00-00","TBD"
"212","Training","SAR Basic Training","San Mateo County","Intensive weekend training to orient prospective members on the basic skills required to contribute effectively to search and rescue operations. Intended for people with no prior SAR experience.","2010-04-24","2010-04-25","TBA"
"213","Training","General Skills and Unit Orientation","San Mateo County","This training will be a mix of knots, navigation, radios, tracking and unit orientation. The tentative schedule is: Saturday9am - 2pm, Navigation Exercise, 3pm - 6pm, Knots and Purcell Prusik, Sunday8am - Meet at Allerton, carpool to the park9am-2pm - Tracking at Huddart Park3pm-5pm - Team Familiarization in and around Allerton/County Center","2010-05-22","2010-05-23","Ethan Frantz"
"214","Training","Rock Skills","Donner Summit","NOTE LOCATION CHANGE.Two day course in general rock skills applied to SAR applications. Topics include Anchors (trad gear and natural protection), belaying, Rappelling, Basic self-rescue, jugging, and using your emergency evac equipment. Focus will be on both theory and practice. ","2010-06-19","2010-06-20","Matt Jacobs"
"216","Training","Alpine Skills","Mt Conness","The training will focus on lightweight techniques for covering distances quickly in an Alpine environment and on developing/increasing comfort in mountain settings. The training will include a peak attempt over Class III terrain at altitude (13-14k). Basic snow travel / safety (i.e. ice axe arrest, crampon technique) will be practiced if conditions permit. This training will not teach ice axe and crampon technique. Open to members and select trainees with leader approval.","2010-07-23","2010-07-25","Eszter Tompos, Sarah Jensen"
"217","Training","Basic Technical Rescue","RWC & Fort Funston","Basic Technical Rescue training. The training will take place Saturday and Sunday (8/21-22) all day. Saturday will be at the parking garage in Redwood City (near Allerton). Sunday will most likely be at Fort Funston in San Francisco. Training will run from 8 or 9am until 7 or 8pm. There are no plans for camping or night operations. ","2010-08-21","2010-08-22","Frantz"
"218","Training","Advanced Technical Rescue","Yosemite","Advanced technical rescue training on designing, building and operating a variety of rescue systems. Attendance at prior Basic Technical Rescue Training is required.","2010-09-24","2010-09-26","Marciniak"
"219","Training","Medical Skills & Scenarios","Redwood City","We will take our skills and knowledge and put it to use. We will have various search and rescue scenarios in the field, ranging from locating patients, assessing them, treating any injuries and organizing an appropriate type of evacuation with various search and rescue equipment.We will practice immobilizing fractures and injuries with different types of devices, packaging patients with various injuries, and work with medical equipment. We will discuss mass casualty triage and possibly how to be a first responder upon the scene of a motor vehicle accident and general traffic management tips.Participation is open to BAMRU members, trainees & possibly guests with prior permission from leader.","2010-10-23","2010-10-23","Lass"
"220","Training","Trainee Skills Day","TBA","Trainee packet sign off. An important opportunity for Trainee Members to make progress on their skills.","2010-11-20","2010-11-21","TBA"
"233","Event","ESB All Unit Meeting","Jury Assembly Room, RWC","Meeting for all units / all members within ESB.  Starts at 1900. The Jury assembly room is at 400 County Center, Redwood City, on the basement level.","2010-01-27","0000-00-00","Joe Sheridan"
"223","Event","CRMRA certification test CoCoSAR Rock","Mt. Diablo","John C., Martin, & Lucas proctoring Rock test","2009-11-14","0000-00-00","Chang"
"225","Event","ITRS","Pueblo, Co","International Technical Rescue Symposium. http://www.itrsonline.org/","2009-11-05","2009-11-08","Chang"
"227","Event","BASARC Section Chief Training","Marin EOC","BASARC Section Chief Training, limited availability, by UL appointment only. Part 2 of 2.","2010-02-20","2010-02-21","Hoagland"
"229","Event","BASARC Section Chief Training","Marin EOC","BASARC Section Chief Training. Limited availability, by UL appointment only. Part 1 of 2.","2010-02-13","2010-02-14","Hoagland"
"231","Event","Ham Radio Study & Testing","Morgan Hill","The Bay Area Educational Amateur Radio Society (BAEARS) hosts a one-day Amateur radio study session followed by FCC license testing once every three months.  Visit the <a href="http://baears.com">BAEARS website</a> for additional details and to register.  <BR><BR>If the one-day study session date does not work for you and you are really anxious to get your ham radio license and wish to  <a href="http://www.arrl.org/arrlvec/pools.html">self-study the exam question pool</a> and then find a <a href="http://www.arrl.org/arrlvec/examsearch.phtml">testing location</a> near you, the <a href="http://www.arrl.org">American Radio Relay League</a> website provides a host of useful information.   <BR><BR>Contact <a href="mailto:lars@ahntholz.com">Lars Ahntholz</a>, BAMRU Communications Officer, to discuss how BAMRU uses Ham radio in training and emergency operations.<BR>","2010-04-03","0000-00-00","BAEARS.com"
"232","Training","AIARE Avalanche Level I Seminar ","Bear Valley","AIARE Avalanche Level I Seminar:3 day, level 1 avalanche class (AIARE) hosted by Mountain Adventure Seminars in Bear valley. This is a private class for BAMRU.Focus is on backcountry safety & hazard recognition. All participants gain a thorough understanding of hazard evaluation, trip planning, travel techniques and rescue skills.Topics Covered:    * Types and characteristics of avalanches    * Avalanche hazards - “Red Flags”    * An introduction to snowpack layering & metamorphosis    * Bonding tests: compression test & rutschblock    * Field observations techniques    * Trip Planning and preparation    * Route finding and travel techniques    * Decision making and human factors    * Companion rescue and equipmentNote: Avy-1 is a requirement to become an Technical member.","2011-01-29","2011-01-31","Schott"
"234","Event","WS-100 Medical support","Auburn, CA","BAMRU providing medics for WS-100 ultra Marathon. Stationed at ALT (mile 85).","2010-06-26","2010-06-27","Marciniak"
"235","Event","SAREX","Treasue Island","http://www.basarc.org/home/p18_action/displayeventdetails/p18_eventid/13","2010-09-10","2010-09-11","BASARC"
"236","Event","Professional Tracking Services Class","Sonoma County","Professional Tracking Services will be having a class in Sonoma County on April 16-17-18 . It is a POST--Track Aware and POST--Search and Rescue Tracker Certificate. We will be tent camping for two nights . The cost is $150.00 . Please contact me at : gdresnek at sonoma-county dot org. If you plan on attending I will need a check or pay pal receipt no later than April 1st. Members: if you want to go to this, please contact the training officer ASAP.","2010-04-16","2010-04-18","Professional Tracking Services"
"237","Event","Tracking Training","Lake Sonoma","Sonoma County SAR will be hosting a free training at Lake Sonoma on March 13 and March 14 . It will be the pilot for a future NASAR class on tracking. We will be camping at Lake Sonoma. Please RSVP to me at : gdresnek at sonoma-county dot orgMembers: If you would like to go, please contact the training officer ASAP.","2010-03-13","2010-03-14","Somoma County SAR"
"238","Event","Basic Tracking Class","Hayfork","BASIC TRACKING CLASSFernando Moreira will be holding a Track Aware and SAR Tracking Class for on April 3. The class will start at 0500 hrs on the 3 of April and will go through April 5 at 1300 hr. The cost is shown on Fernando Website: http://blog.professionaltrackers.com/events/We have 5 members of the State Department that will be attending. We have room for 7 more Trackers.This class will be held in Trinity County Hayfork, CA for directions contact wolfhaven530 at earthlink dot netMembers: If you want to attend, contact the training officer ASAP.","2010-04-03","2010-04-05","Professional Trackers"
"239","Event","Fernando Moreira's Trackers Camp","Reno, NV","http://blog.professionaltrackers.com/events/4-day tracking camp for the SAR community","2010-06-09","2010-06-12",""
"240","Event","International Tech Rescue Symposium","Golden, CO","http://www.itrsonline.org/. ","2010-11-04","2010-11-07","n/a"
"242","Training","SO Vehicle Training","County Center Jury Parking Lot","This training is required to drive Sheriff Office vehicles. There is a lecture portion and a practical portion. Both portion are required to complete the training. This is the practical portion. 8:30am - 2:30pm, Saturday, July 10, 2010.The training will be held at San Mateo Country Center Jury Parking Lot in Redwood City. (This is right out side the parking garage where the BAMRU truck is stored).","2010-07-10","0000-00-00","TBA"
"243","Event","Orientation to Cave Rescue","San Andreas and California Caverns","The National Cave Rescue Commission's (NCRC) Orientation to Cave Rescue (OCR) is an intensive two-day introduction to the science and management of cave rescue operations. Led by a team of highly qualified instructors, the techniques and skills you will learn from this seminarmay be directly applied to cave rescue scenarios across the western  states. Day 1 will include class sessions and surface exercises designed to teach a wide range of concepts and skills unique to cave rescue. Day 2 will deliver an underground mock rescue and debriefing custom-designed by the instructors to test and challenge your new skills. For more information: http://www.caves.org/ncrc/ncrc-wr/OCR2010_Registration.pdf Questions: Contact Ethan Frantz","2010-07-24","2010-07-25","Ethan Frantz"
"244","Event","SMCSAR Preplan Exercise ","Butano State Park","The pre-planning exercises are designed to help us gather data on a park or open space in regards to terrain, vegetation, hazards, high-probability areas, command post logistics, and communications challenges.  As with our previous efforts at Sam McDonald Park and Russian Ridge OSP, this exercise will focus on using the same protocols that we would use on an actual search:  teams will be formed, given assignments, briefed and dispatched.  When those teams return, they will be debriefed for information about their assigned area, and GPS tracks and waypoints will be downloaded. In addition to the benefits we receive from our exposure to the parks, we also meet with the rangers that work these areas and develop relationships that will pay dividends when we respond to search emergencies.  While I was meeting with the Supervising Ranger for Butano, a 10 year old girl suffered a fall in the park and suffered a broken arm – radius and ulna fractures, with severe angulation.  She was only about a quarter of a mile from the campground, and the call was handled by CalFire and AMR with the Ranger and myself assisting.  But it was clear that if she had been much further away from the campground, it was exactly the kind of carryout that we would be engaged in.  ","2010-06-26","0000-00-00","Ethan Frantz"
"245","Event","Ham Radio Study & Testing","Redwood City","The Bay Area Educational Amateur Radio Society (BAEARS) hosts a one-day Amateur radio study session followed by FCC license testing once every three months.  Visit the <a href="http://baears.com">BAEARS website</a> for additional details and to register.  <BR><BR>If the one-day study session date does not work for you and you are really anxious to get your ham radio license and wish to  <a href="http://www.arrl.org/arrlvec/pools.html">self-study the exam question pool</a> and then find a <a href="http://www.arrl.org/arrlvec/examsearch.phtml">testing location</a> near you, the <a href="http://www.arrl.org">American Radio Relay League</a> website provides a host of useful information.   <BR><BR>Contact <a href="mailto:lars@ahntholz.com">Lars Ahntholz</a>, BAMRU Communications Officer, to discuss how BAMRU uses Ham radio in training and emergency operations.<BR>","2010-09-25","0000-00-00","BAEARS.com"
"246","Training","In Cave Litter Handling","Santa Cruz","This is a chance to significantly increase our litter handling skills. The cave rescue organizations have been forced to develop advance litter handling techniques do to the complex cave environment. This is a chance to learn these techniques from a National Cave Rescue Commission (NCRC) Instructor in a cave. This should be a fun training that is a break from our normal training cycle. Please note that this is not a NCRC class.","2010-10-24","0000-00-00","Ethan Frantz"
"247","Training","Escape from Alcatraz","Alcatraz","This is great chance to cross train with rangers from the Golden Gate National Recreation Area. We will be practicing personal rope and technical rescue skills.We will be working on Alcatraz retracing the steps of the famous escape attempts. ","2010-11-06","0000-00-00","Ethan Frantz"
"248","Event","Holiday Party","Abi's","BAMRU's annual holiday party. ","2010-12-18","0000-00-00","Abi Rankin"
"271","Meeting","General","Castro Valley","","2011-06-20","0000-00-00",""
"272","Training","Personal Rock Skills","TBD","Two day course covers general rock skills skill stations, scenarios, and discussion of their application within the SAR community.  Topics include anchors (trad gear and natural protection), belaying, rappelling, basic self-rescue, jugging/ascending, and personal emergency evac equipment with scenarios.  Focus will be on both theory and practice.  Personal rock skills is a prerequisite for Alpine Training and Technical Training.","2011-06-25","2011-06-26","TBD"
"273","Training","CPR Class","Redwood City","455 County Center Room 100 Redwood City CA 94063","2011-08-06","0000-00-00","Sam Mateo County"
"274","Training","SO Vehicle Training","Redwood City","Wednesday evening is required for training Saturday, July 16th.Wednesday, July 6, 2011, 7pm – 10pm500 Allerton Redwood City CA 94063Saturday, July 16, 2011, 9am – 2pm400 County Center Redwood City CA 94063","2011-07-06","0000-00-00","SMC"
"275","Training","SO Vehicle Training","Redwood City","Wednesday evening is required for training Saturday, July 16th.Wednesday, July 6, 2011, 7pm – 10pm500 Allerton Redwood City CA 94063Saturday, July 16, 2011, 9am – 2pm400 County Center Redwood City CA 94063","2011-07-16","0000-00-00","SMC"
"276","Meeting","General","Redwood City","","2011-07-18","0000-00-00",""
"277","Training","Alpine Training","TBD","Alpine Trianing focuses on lightweight techniques for covering distances quickly in an alpine environment and on developing/increasing comfort in alpine settings.  Training topics include: multi-pitch alpine climbing and basic snow travel / safety (i.e.  ice axe arrest, crampon technique) will be practiced if conditions permit.  This training will not teach ice axe and crampon technique.  Open to members and select trainees with leader approval.","2011-07-23","2011-07-24","TBD"
"278","Meeting","General","Castro Valley","","2011-08-15","0000-00-00",""
"279","Training","Basic Technical Rescue","TBD","Basic Technical Rescue is two full days (likely three).Participant must have completed Basic Rock Skills. ","2011-08-20","2011-08-21","TBD"
"280","Event","SAREX - 2011","TBD","SAREX is an annual northern California Search and Rescue Exercise sponsored by the California Emergency Management Agency (Cal-EMA), in cooperation with a host agency, or group of agencies. SAREX rotates annually throughout northern California county venues. 2011 venue TBD.","2011-09-09","2011-09-11",""
"281","Training","Advanced Technical Rescue","TBD","Advanced Technical Rescue builds on the skills learned in Basic Technical Rescue including basic design, construction and operation of a variety of advanced rescue systems.  Basic Technical Rescue Training is required.","2011-09-24","2011-09-25","TBD"
"282","Meeting","General","Redwood City","","2011-09-19","0000-00-00",""
"283","Meeting","General","Castro Valley","","2011-10-17","0000-00-00",""
"284","Training","Medical Training","TBD","Medical Skills Training is all about putting our skills and knowledge to use. This is an opportunity to run through various scenarios and familiarize our selves with BAMRU's equipment.From Medical Skill Training 2010:"We will take our skills and knowledge and put it to use.  We will have various search and rescue scenarios in the field, ranging from locating patients, assessing them, treating any injuries and organizing an appropriate type of evacuation with various search and rescue equipment. We will practice immobilizing fractures and injuries with different types of devices, packaging patients with various injuries, and work with medical equipment.  We will discuss mass casualty triage and possibly how to be a first responder upon the scene of a motor vehicle accident and general traffic management tips."Participation is open to BAMRU members, trainees & possibly guests with prior permission from leader.","2011-10-22","0000-00-00","Lass"
"285","Training","Training TBD","Bay Area","Training and skills sign offs. TBD.","2011-10-23","0000-00-00","TBD"
"286","Meeting","General","Redwood City","","2011-11-14","0000-00-00","  (Not 3rd Monday)"
"287","Training","Trainee Skills Day","TBD","Skills day and Trainee packet sign offs.  An important opportunity for Field and Technical team members to assist Trainees in packet sign offs.Trainees will have an opportunity to demonstrate skills through scenarios, skill stations and miscellaneous needed skill sign offs. as they work toward completing their training packets. ","2011-11-19","2011-11-20","TBD"
"288","Event","Holiday Party","TBD","BAMRU Annual Holiday Party. ","2011-12-17","0000-00-00","TBD"
"289","Event","Tour de Peninsula ","San Mateo County","BAMRU often works with the County of San Mateo to provide support services at public events:www.supportparks.org/tdp","2011-08-07","0000-00-00",""
"290","Event","North Fair Oaks Community Festival","San Mateo County","BAMRU often works with the County of San Mateo to provide support services at public events:www.northfairoaksfestival.org ","2011-08-21","0000-00-00",""
"291","Event","Half Moon Bay Art & Pumpkin Festival","Half Moon Bay","BAMRU often works with the County of San Mateo to provide support services at public events:www.miramarevents.com/pumpkinfest/about_show.html","2011-10-15","2011-10-16",""
"292","Event","WS-100 Medical support","Auburn, CA","Select group will be operating a WS-100 (Trans-Sierra Ultra Marathon) medical station. ","2011-06-25","2011-06-26","Marciniak"
